Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
PCV,≥2 Doses,States/Local Areas,South Carolina,2011,Age,5 Months,77.3,72.6 to 81.4,252
PCV,≥2 Doses,States/Local Areas,South Carolina,2012,Age,5 Months,70.3,64.8 to 75.3,255
PCV,≥2 Doses,States/Local Areas,South Carolina,2013,Age,5 Months,71.6,65.9 to 76.7,261
PCV,≥2 Doses,States/Local Areas,South Carolina,2013-2014,Age,5 Months,73.9,70.2 to 77.2,512
DTaP,≥4 Doses,States/Local Areas,South Carolina,2012,Age,19 Months,69.4,60.0 to 77.4,255
Hep A,≥2 Doses,States/Local Areas,South Carolina,2014,Age,19 Months,24.5,17.8 to 32.7,251
Hep A,≥2 Doses,States/Local Areas,South Carolina,2014-2015,Age,19 Months,24.9,20.3 to 30.2,524
DTaP,≥4 Doses,States/Local Areas,South Carolina,2011,Age,19 Months,67.8,60.1 to 74.6,252
DTaP,≥3 Doses,States/Local Areas,South Carolina,2017,Age,35 Months,93.9,89.7 to 96.8,288
DTaP,≥3 Doses,States/Local Areas,South Carolina,2017-2018,Age,35 Months,95.9,92.6 to 98.1,532
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Race and Ethnicity,Hispanic,67.5,57.4 to 77.5,140
Combined 7 Series,,States/Local Areas,South Carolina,2015,Age,35 Months,69.5,61.2 to 77.4,273
Combined 7 Series,,States/Local Areas,South Carolina,2015-2016,Age,35 Months,74.5,68.5 to 80.2,564
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Overall,Overall,65.8,61.8 to 69.8,997
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Urbanicity,Living In a Non-MSA,62.5,48.8 to 76.3,94
Hib,≥3 Doses,States/Local Areas,South Carolina,2011,Age,35 Months,89.8,80.0 to 96.1,252
Hib,≥3 Doses,States/Local Areas,South Carolina,2012,Age,35 Months,90.6,82.1 to 96.1,255
Hep A,≥1 Dose,States/Local Areas,South Carolina,2016,Age,19 Months,85,78.5 to 89.8,291
Hep A,≥1 Dose,States/Local Areas,South Carolina,2016-2017,Age,19 Months,84.3,80.0 to 87.9,579
Hep A,≥1 Dose,States/Local Areas,South Carolina,2017,Age,19 Months,83.6,77.3 to 88.4,288
Hep A,≥1 Dose,States/Local Areas,South Carolina,2017-2018,Age,19 Months,85.8,81.5 to 89.3,532
Combined 7 Series,,States/Local Areas,South Carolina,2011,Age,35 Months,72.9,63.8 to 81.3,252
≥1 Dose MMR,,States/Local Areas,South Carolina,2020,Age,13 Months,57.7,49.0 to 65.9,243
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Poverty,<133% FPL,60.4,53.7 to 67.1,327
Hib,Full Series,States/Local Areas,South Carolina,2016,Age,19 Months,72.3,64.7 to 78.8,291
Hib,Full Series,States/Local Areas,South Carolina,2016-2017,Age,19 Months,71.9,66.6 to 76.7,579
Hib,Full Series,States/Local Areas,South Carolina,2015,Age,19 Months,65.1,60.8 to 69.2,273
Hib,Full Series,States/Local Areas,South Carolina,2015-2016,Age,19 Months,68.7,63.0 to 73.8,564
Hib,Full Series,States/Local Areas,South Carolina,2014,Age,19 Months,63.1,55.0 to 70.6,251
Hib,Full Series,States/Local Areas,South Carolina,2014-2015,Age,19 Months,64.1,58.4 to 69.5,524
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",65.6,55.8 to 75.3,131
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Poverty,>400% FPL,66.4,58.0 to 74.9,247
Combined 7 Series,,States/Local Areas,South Carolina,2014-2017,Poverty,133% to <400% FPL,71.3,65.5 to 77.1,423
Hib,Full Series,States/Local Areas,South Carolina,2011,Age,19 Months,72.6,67.1 to 77.5,252
Hib,Full Series,States/Local Areas,South Carolina,2012,Age,19 Months,72.9,67.8 to 77.4,255
Hib,Full Series,States/Local Areas,South Carolina,2013,Age,19 Months,70.8,57.2 to 81.5,261
Hib,Full Series,States/Local Areas,South Carolina,2013-2014,Age,19 Months,67,62.4 to 71.2,512
Hib,Full Series,States/Local Areas,South Carolina,2019,Age,19 Months,72,64.0 to 78.8,245
Hib,Full Series,States/Local Areas,South Carolina,2018,Age,19 Months,69.2,60.9 to 76.4,244
Hib,Full Series,States/Local Areas,South Carolina,2018-2019,Age,19 Months,96.4,93.9 to 97.9,489
Hib,Full Series,States/Local Areas,South Carolina,2017,Age,19 Months,71.5,63.8 to 78.1,288
Hib,Full Series,States/Local Areas,South Carolina,2017-2018,Age,19 Months,70.4,64.9 to 75.3,532
Hib,Full Series,States/Local Areas,South Carolina,2012,Age,24 Months,77.7,70.0 to 84.6,255
Hib,Full Series,States/Local Areas,South Carolina,2011,Age,24 Months,78,70.4 to 84.8,252
Hib,Full Series,States/Local Areas,South Carolina,2013,Age,24 Months,74.3,66.9 to 81.1,261
Hib,Full Series,States/Local Areas,South Carolina,2013-2014,Age,24 Months,72.8,67.4 to 77.9,512
Hib,Full Series,States/Local Areas,South Carolina,2014,Age,24 Months,71.5,63.7 to 78.8,251
Hib,Full Series,States/Local Areas,South Carolina,2014-2015,Age,24 Months,71.7,66.2 to 76.9,524
Hib,Primary Series,States/Local Areas,South Carolina,2016,Age,35 Months,95.1,89.4 to 98.3,291
Hib,Primary Series,States/Local Areas,South Carolina,2016-2017,Age,35 Months,93,89.3 to 95.8,579
Combined 7 Series,,States/Local Areas,South Carolina,2012,Age,24 Months,67.3,58.7 to 75.6,255
Hep A,≥2 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",77.8,50.3 to 100.0,44
Hep A,≥1 Dose,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Any Medicaid,74.7,66.7 to 82.6,223
Hep A,≥1 Dose,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Private Insurance Only,85.2,80.5 to 89.9,557
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2019-2020,Age,19 Months,91.4,86.8 to 94.5,507
Influenza,,States/Local Areas,NY-Rest of state,2016,Age,24 Months,62.3,53.1 to 71.6,203
Influenza,,States/Local Areas,NY-Rest of state,2016-2017,Age,24 Months,65.5,59.2 to 71.7,448
Influenza,,States/Local Areas,NY-Rest of state,2017,Age,24 Months,68.9,60.4 to 77.0,245
Influenza,,States/Local Areas,NY-Rest of state,2017-2018,Age,24 Months,69.5,63.9 to 75.0,527
Influenza,,States/Local Areas,NY-Rest of state,2018,Age,24 Months,70.2,62.6 to 77.4,282
Influenza,,States/Local Areas,NY-Rest of state,2018-2019,Age,24 Months,69.7,63.7 to 75.4,507
Influenza,,States/Local Areas,NY-Rest of state,2019,Age,24 Months,69,59.8 to 77.9,225
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Insurance Coverage,Other,51.6,37.3 to 66.0,83
Hib,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,88.8,83.5 to 92.6,466
Hib,Full Series,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",84.3,75.2 to 93.4,125
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Race and Ethnicity,Hispanic,65.6,56.0 to 75.3,140
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",62.9,51.5 to 74.3,129
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",59.5,41.6 to 77.5,43
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Insurance Coverage,Any Medicaid,60.2,52.8 to 67.6,252
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Race and Ethnicity,"White, Non-Hispanic",69.5,64.4 to 74.7,564
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Urbanicity,Living In a MSA Principal City,66.9,58.4 to 75.4,225
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Urbanicity,Living In a MSA Non-Principal City,69.3,64.3 to 74.3,576
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Urbanicity,Living In a Non-MSA,53.2,38.9 to 67.6,75
Hep A,≥2 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",85.5,73.1 to 97.9,125
Hep A,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,75,66.6 to 82.7,466
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,91.4,86.6 to 94.6,466
DTaP,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,75,69.0 to 80.2,466
DTaP,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,24 Months,94.5,86.6 to 98.5,184
PCV,≥1 Dose,States/Local Areas,NY-Rest of state,2021,Age,3 Months,84.5,75.4 to 90.6,184
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Any Medicaid,87.1,80.6 to 93.7,223
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Private Insurance Only,95.6,92.9 to 98.3,557
Hib,Full Series,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Private Insurance Only,85.4,81.0 to 89.9,557
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Overall,Overall,67,62.9 to 71.2,876
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Poverty,<133% FPL,62.4,55.1 to 69.7,246
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Poverty,133% to <400% FPL,59.1,51.2 to 67.1,275
Influenza,,States/Local Areas,NY-Rest of state,2014-2017,Poverty,>400% FPL,79.2,73.2 to 85.1,355
PCV,≥4 Doses,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Private Insurance Only,88.9,84.8 to 93.0,557
≥1 Dose Varicella,,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,86.1,81.0 to 90.0,466
Hep B,≥1 Dose,States/Local Areas,NY-Rest of state,2020-2021,Age,3 Months,92.9,88.3 to 95.8,466
Hib,Full Series,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,83,76.9 to 88.2,466
≥1 Dose MMR,,States/Local Areas,NY-Rest of state,2020-2021,Age,13 Months,60.5,54.2 to 66.6,466
DTaP,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,96.4,91.8 to 98.8,466
Hib,Primary Series,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,92.4,87.6 to 95.4,466
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,NY-Rest of state,2020-2021,Age,0-3 Days,79.2,73.4 to 84.0,466
Rotavirus,,States/Local Areas,NY-Rest of state,2020-2021,Age,8 Months,75.9,69.9 to 81.0,466
≥1 Dose Varicella,,States/Local Areas,NY-Rest of state,2021,Age,35 Months,91.8,83.9 to 96.7,184
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,35 Months,92.9,85.1 to 97.5,184
Hep A,≥1 Dose,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,75.8,70.0 to 80.8,466
Hep B,≥2 Doses,States/Local Areas,NY-Rest of state,2021,Age,13 Months,93.2,84.3 to 97.2,184
Hib,Full Series,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,71.9,65.8 to 77.2,466
Hep A,≥1 Dose,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,91.6,84.1 to 96.5,466
PCV,≥4 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,76.6,70.6 to 81.8,466
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,93.7,89.4 to 96.6,466
DTaP,≥4 Doses,States/Local Areas,NY-Rest of state,2021,Age,35 Months,88.8,78.6 to 95.5,184
Hep B,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,48.4,42.1 to 54.7,466
PCV,≥4 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,87.5,82.3 to 91.8,466
Hep B,"≥1 Dose, 1 Day",States/Local Areas,NY-Rest of state,2020-2021,Age,0-1 Days,76.6,70.5 to 81.7,466
Influenza,,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,59.6,53.3 to 66.0,466
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,91.5,86.4 to 94.9,466
Hep B,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,35 Months,97.6,90.6 to 99.7,184
Hep B,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,89.2,84.1 to 92.8,466
≥1 Dose MMR,,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,95.4,89.3 to 98.6,466
Hib,Primary Series,States/Local Areas,NY-Rest of state,2021,Age,13 Months,85.5,76.2 to 91.6,184
Combined 7 Series,,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,70.8,64.8 to 76.5,466
Hib,Full Series,States/Local Areas,NY-Rest of state,2021,Age,35 Months,83.2,73.2 to 91.0,184
Rotavirus,,States/Local Areas,NY-Rest of state,2021,Age,8 Months,76.4,66.7 to 84.0,184
DTaP,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,35 Months,94.5,86.6 to 98.5,184
Polio,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,90.6,85.4 to 94.1,466
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,91.8,87.0 to 94.9,466
Combined 7 Series,,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,80.4,73.5 to 86.5,466
Hib,≥1 Dose,States/Local Areas,NY-Rest of state,2020-2021,Age,3 Months,87.3,82.4 to 91.0,466
Hib,Primary Series,States/Local Areas,NY-Rest of state,2020-2021,Age,13 Months,85.3,79.8 to 89.5,466
Polio,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,5 Months,82.6,77.0 to 87.0,466
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,35 Months,96.5,92.0 to 98.8,466
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,92.2,87.5 to 95.6,466
Hep B,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,5 Months,86.7,81.3 to 90.7,466
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,13 Months,77.3,67.5 to 84.9,184
≥1 Dose Varicella,,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,91.5,87.0 to 95.0,466
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,NY-Rest of state,2021,Age,0-3 Days,79.8,70.4 to 86.8,184
≥1 Dose MMR,,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,92.1,87.7 to 95.4,466
Hep A,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,31.5,25.9 to 38.1,466
Hib,Primary Series,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,73.5,67.6 to 78.7,466
Hib,Primary Series,States/Local Areas,NY-Rest of state,2021,Age,35 Months,94.8,86.8 to 98.7,184
Hep B,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,92.4,88.0 to 95.6,466
DTaP,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,5 Months,83.2,77.7 to 87.6,466
Hib,≥2 Doses,States/Local Areas,NY-Rest of state,2021,Age,13 Months,93.4,84.4 to 97.3,184
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,35 Months,94.4,86.5 to 98.4,184
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,24 Months,92.9,88.6 to 96.0,466
Polio,≥1 Dose,States/Local Areas,NY-Rest of state,2020-2021,Age,3 Months,89.4,84.7 to 92.8,466
PCV,≥1 Dose,States/Local Areas,NY-Rest of state,2020-2021,Age,3 Months,85.7,80.4 to 89.7,466
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,13 Months,89,83.8 to 92.7,466
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,7 Months,61.6,55.4 to 67.5,466
≥1 Dose MMR,,States/Local Areas,NY-Rest of state,2020-2021,Age,19 Months,89.2,84.3 to 92.7,466
≥1 Dose MMR,,States/Local Areas,NY-Rest of state,2021,Age,13 Months,58.7,48.7 to 68.0,184
≥1 Dose Varicella,,States/Local Areas,NY-Rest of state,2020-2021,Age,13 Months,50.6,44.3 to 56.8,466
Hep B,≥2 Doses,States/Local Areas,NY-Rest of state,2019-2020,Age,7 Months,91.6,87.4 to 94.5,507
Hep A,≥2 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,Hispanic,74.2,61.6 to 86.8,156
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",98.2,95.6 to 100.0,125
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,Hispanic,94,88.8 to 99.2,156
Hib,Full Series,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,Hispanic,77.9,69.4 to 86.5,156
Influenza,,States/Local Areas,NY-Rest of state,2014,Age,24 Months,65.6,58.3 to 72.8,287
Influenza,,States/Local Areas,NY-Rest of state,2014-2015,Age,24 Months,66.8,61.6 to 71.9,541
Influenza,,States/Local Areas,NY-Rest of state,2015,Age,24 Months,68.1,60.6 to 75.3,254
Influenza,,States/Local Areas,NY-Rest of state,2015-2016,Age,24 Months,65.2,59.2 to 71.1,457
Influenza,,States/Local Areas,NY-Rest of state,2012,Age,24 Months,65.8,58.3 to 73.1,249
Influenza,,States/Local Areas,NY-Rest of state,2011,Age,24 Months,60.1,51.5 to 68.8,217
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Poverty,>400% FPL,97.6,95.5 to 99.8,398
Hep B,≥3 Doses,States/Local Areas,NY-Rest of state,2019-2020,Age,7 Months,48.7,42.5 to 55.0,507
Hep B,≥1 Dose,States/Local Areas,NY-Rest of state,2021,Age,3 Months,93.7,85.1 to 97.5,184
PCV,≥4 Doses,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Any Medicaid,71.7,63.7 to 79.6,223
Hep A,≥1 Dose,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",91.2,84.4 to 98.0,125
Influenza,,States/Local Areas,NY-Rest of state,2013,Age,24 Months,61.9,54.3 to 69.6,266
Influenza,,States/Local Areas,NY-Rest of state,2013-2014,Age,24 Months,63.7,58.3 to 69.1,553
Hep A,≥2 Doses,States/Local Areas,NY-Rest of state,2021,Age,35 Months,74,53.1 to 90.9,184
Combined 7 Series,,States/Local Areas,NY-Rest of state,2016,Age,24 Months,67.5,58.3 to 76.4,203
Combined 7 Series,,States/Local Areas,NY-Rest of state,2016-2017,Age,24 Months,69.6,63.3 to 75.6,448
Hib,Primary Series,States/Local Areas,NY-Rest of state,2019,Age,35 Months,91.1,84.4 to 95.7,225
Combined 7 Series,,States/Local Areas,NY-Rest of state,2014,Age,24 Months,73.3,66.2 to 80.0,287
Combined 7 Series,,States/Local Areas,NY-Rest of state,2014-2015,Age,24 Months,71,65.9 to 76.1,541
Combined 7 Series,,States/Local Areas,NY-Rest of state,2015,Age,24 Months,68.8,61.2 to 76.1,254
Combined 7 Series,,States/Local Areas,NY-Rest of state,2015-2016,Age,24 Months,68.2,62.2 to 74.0,457
Hib,Primary Series,States/Local Areas,NY-Rest of state,2018,Age,35 Months,94.9,90.4 to 97.7,282
Hib,Primary Series,States/Local Areas,NY-Rest of state,2018-2019,Age,35 Months,93,89.1 to 95.9,507
PCV,≥4 Doses,States/Local Areas,NY-Rest of state,2021,Age,19 Months,79.2,69.7 to 86.4,184
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,19 Months,91.4,81.6 to 96.2,184
Hep A,≥1 Dose,States/Local Areas,NY-Rest of state,2021,Age,35 Months,89.3,78.8 to 96.0,184
Hib,Primary Series,States/Local Areas,NY-Rest of state,2021,Age,7 Months,77.7,68.7 to 84.8,184
Hep B,≥2 Doses,States/Local Areas,NY-Rest of state,2020-2021,Age,13 Months,92.2,87.4 to 95.3,466
Hep B,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,24 Months,93.9,86.3 to 98.1,184
DTaP,≥4 Doses,States/Local Areas,NY-Rest of state,2021,Age,19 Months,71.9,62.0 to 80.1,184
Hib,Full Series,States/Local Areas,NY-Rest of state,2021,Age,24 Months,78.5,69.5 to 86.4,184
Hib,≥1 Dose,States/Local Areas,NY-Rest of state,2021,Age,3 Months,89.2,80.9 to 94.1,184
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2021,Age,24 Months,94.4,86.5 to 98.4,184
Hib,Primary Series,States/Local Areas,NY-Rest of state,2021,Age,24 Months,94.8,86.8 to 98.7,184
Combined 7 Series,,States/Local Areas,NY-Rest of state,2016,Age,35 Months,72.2,62.6 to 81.1,203
Combined 7 Series,,States/Local Areas,NY-Rest of state,2016-2017,Age,35 Months,75.3,68.8 to 81.3,448
Combined 7 Series,,States/Local Areas,NY-Rest of state,2017,Age,35 Months,78.6,70.0 to 86.1,245
Combined 7 Series,,States/Local Areas,NY-Rest of state,2017-2018,Age,35 Months,78.4,72.6 to 83.7,527
Combined 7 Series,,States/Local Areas,NY-Rest of state,2019,Age,24 Months,65.6,56.1 to 74.9,225
Combined 7 Series,,States/Local Areas,NY-Rest of state,2017,Age,24 Months,71.7,63.1 to 79.7,245
Combined 7 Series,,States/Local Areas,NY-Rest of state,2017-2018,Age,24 Months,71.4,65.7 to 76.8,527
Combined 7 Series,,States/Local Areas,NY-Rest of state,2018,Age,24 Months,70.9,63.5 to 78.1,282
Combined 7 Series,,States/Local Areas,NY-Rest of state,2018-2019,Age,24 Months,68.5,62.4 to 74.4,507
Combined 7 Series,,States/Local Areas,NY-Rest of state,2011,Age,35 Months,71.4,62.9 to 79.4,217
Combined 7 Series,,States/Local Areas,NY-Rest of state,2013,Age,35 Months,83.4,73.9 to 91.0,266
Combined 7 Series,,States/Local Areas,NY-Rest of state,2013-2014,Age,35 Months,81.1,75.4 to 86.1,553
Combined 7 Series,,States/Local Areas,NY-Rest of state,2012,Age,35 Months,79.2,70.8 to 86.5,249
Combined 7 Series,,States/Local Areas,NY-Rest of state,2014,Age,35 Months,79.6,72.4 to 86.0,287
Combined 7 Series,,States/Local Areas,NY-Rest of state,2014-2015,Age,35 Months,76.5,71.2 to 81.4,541
Hib,Primary Series,States/Local Areas,NY-Rest of state,2017,Age,24 Months,97.4,93.5 to 99.2,245
Hib,Primary Series,States/Local Areas,NY-Rest of state,2017-2018,Age,24 Months,95.6,93.0 to 97.5,527
Hib,Primary Series,States/Local Areas,NY-Rest of state,2018,Age,24 Months,93.9,89.6 to 96.8,282
Hib,Primary Series,States/Local Areas,NY-Rest of state,2018-2019,Age,24 Months,92.5,88.6 to 95.4,507
Hib,Primary Series,States/Local Areas,NY-Rest of state,2015,Age,13 Months,89.4,83.9 to 93.2,254
Hib,Primary Series,States/Local Areas,NY-Rest of state,2015-2016,Age,13 Months,88.3,83.5 to 91.8,457
